Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,Thrust (N),Thrust (lb),Mass (kg),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (m),Altitude (ft),Distance (ft)
354.6304,S,354.6304,0.07694332,0,0.97,0,0,12.77292981,28.15949,0.3937947,0,0,0,0,0.104068141,0.104068141,0,-78.39426,-78.39426,0,0,-89.4288,5812.651824,19070.38,0.1632139
354.7304,S,354.7304,0.07693059,0,0.97,0,0,12.77292981,28.15949,0.3937947,0,0,0,0,0.104044072,0.104044072,0,-78.38385,-78.38385,0,0,-89.4288,5810.262192,19062.54,0.1632139
354.8304,S,354.8304,0.07691786,0,0.97,0,0,12.77292981,28.15949,0.3937948,0,0,0,0,0.104032448,0.104032448,0,-78.37344,-78.37344,0,0,-89.4288,5807.875608,19054.71,0.1632139
354.9304,S,354.9304,0.07690513,0,0.97,0,0,12.77292981,28.15949,0.3937943,0,0,0,0,0.103965475,0.103965475,0,-78.36304,-78.36304,0,0,-89.4288,5805.485976,19046.87,0.1632139
355.0304,S,355.0304,0.07689244,0,0.97,0,0,12.77292981,28.15949,0.3937944,0,0,0,0,0.103931205,0.103931205,0,-78.35265,-78.35265,0,0,-89.4288,5803.096344,19039.03,0.1632139
355.1304,S,355.1304,0.07687972,0,0.97,0,0,12.77292981,28.15949,0.3937942,0,0,0,0,0.103901761,0.103901761,0,-78.34226,-78.34226,0,0,-89.4288,5800.70976,19031.2,0.1632139
355.2304,S,355.2304,0.07686703,0,0.97,0,0,12.77292981,28.15949,0.3937942,0,0,0,0,0.103865107,0.103865107,0,-78.33188,-78.33188,0,0,-89.4288,5798.323176,19023.37,0.1632139
355.3304,S,355.3304,0.07685434,0,0.97,0,0,12.77292981,28.15949,0.3937941,0,0,0,0,0.103837101,0.103837101,0,-78.3215,-78.3215,0,0,-89.4288,5795.933544,19015.53,0.1632139
355.4304,S,355.4304,0.07684164,0,0.97,0,0,12.77292981,28.15949,0.3937943,0,0,0,0,0.103829731,0.103829731,0,-78.31112,-78.31112,0,0,-89.4288,5793.54696,19007.7,0.1632139
355.5304,S,355.5304,0.07682895,0,0.97,0,0,12.77292981,28.15949,0.3937942,0,0,0,0,0.103791122,0.103791122,0,-78.30074,-78.30074,0,0,-89.4288,5791.160376,18999.87,0.1632139
355.6304,S,355.6304,0.07681626,0,0.97,0,0,12.77292981,28.15949,0.393794,0,0,0,0,0.103752939,0.103752939,0,-78.29037,-78.29037,0,0,-89.4288,5788.773792,18992.04,0.1632139
355.7304,S,355.7304,0.07680358,0,0.97,0,0,12.77292981,28.15949,0.3937939,0,0,0,0,0.103719598,0.103719598,0,-78.28,-78.28,0,0,-89.4288,5786.387208,18984.21,0.1632139
355.8304,S,355.8304,0.07679091,0,0.97,0,0,12.77292981,28.15949,0.3937937,0,0,0,0,0.103682872,0.103682872,0,-78.26963,-78.26963,0,0,-89.4288,5784.003672,18976.39,0.1632139
355.9305,S,355.9305,0.07677824,0,0.97,0,0,12.77292981,28.15949,0.3937936,0,0,0,0,0.103638947,0.103638947,0,-78.25927,-78.25927,0,0,-89.4288,5781.617088,18968.56,0.1632139
356.0305,S,356.0305,0.07676557,0,0.97,0,0,12.77292981,28.15949,0.3937937,0,0,0,0,0.103627678,0.103627678,0,-78.24891,-78.24891,0,0,-89.4288,5779.233552,18960.74,0.1632139
356.1305,S,356.1305,0.07675292,0,0.97,0,0,12.77292981,28.15949,0.3937933,0,0,0,0,0.103565048,0.103565048,0,-78.23856,-78.23856,0,0,-89.4288,5776.846968,18952.91,0.1632139
356.2305,S,356.2305,0.07674026,0,0.97,0,0,12.77292981,28.15949,0.3937934,0,0,0,0,0.103551427,0.103551427,0,-78.22821,-78.22821,0,0,-89.4288,5774.463432,18945.09,0.1632139
356.3305,S,356.3305,0.07672761,0,0.97,0,0,12.77292981,28.15949,0.3937933,0,0,0,0,0.103514261,0.103514261,0,-78.21786,-78.21786,0,0,-89.4288,5772.079896,18937.27,0.1632139
356.4305,S,356.4305,0.07671495,0,0.97,0,0,12.77292981,28.15949,0.3937932,0,0,0,0,0.103497684,0.103497684,0,-78.2075,-78.2075,0,0,-89.4288,5769.69636,18929.45,0.1632139
356.5305,S,356.5305,0.0767023,0,0.97,0,0,12.77292981,28.15949,0.393793,0,0,0,0,0.103445522,0.103445522,0,-78.19715,-78.19715,0,0,-89.4288,5767.312824,18921.63,0.1632139
356.6305,S,356.6305,0.07668967,0,0.97,0,0,12.77292981,28.15949,0.3937928,0,0,0,0,0.10339441,0.10339441,0,-78.18681,-78.18681,0,0,-89.4288,5764.929288,18913.81,0.1632139
356.7305,S,356.7305,0.07667704,0,0.97,0,0,12.77292981,28.15949,0.3937929,0,0,0,0,0.103375927,0.103375927,0,-78.17648,-78.17648,0,0,-89.4288,5762.545752,18905.99,0.1632139
356.8305,S,356.8305,0.07666441,0,0.97,0,0,12.77292981,28.15949,0.3937927,0,0,0,0,0.103338365,0.103338365,0,-78.16615,-78.16615,0,0,-89.4288,5760.165264,18898.18,0.1632139
356.9305,S,356.9305,0.07665178,0,0.97,0,0,12.77292981,28.15949,0.3937925,0,0,0,0,0.103293622,0.103293622,0,-78.15582,-78.15582,0,0,-89.4288,5757.781728,18890.36,0.1632139
357.0305,S,357.0305,0.07663916,0,0.97,0,0,12.77292981,28.15949,0.3937925,0,0,0,0,0.103273255,0.103273255,0,-78.14549,-78.14549,0,0,-89.4288,5755.398192,18882.54,0.1632139
357.1305,S,357.1305,0.07662654,0,0.97,0,0,12.77292981,28.15949,0.3937926,0,0,0,0,0.103249509,0.103249509,0,-78.13517,-78.13517,0,0,-89.4288,5753.017704,18874.73,0.1632139
357.2305,S,357.2305,0.07661393,0,0.97,0,0,12.77292981,28.15949,0.3937923,0,0,0,0,0.10320672,0.10320672,0,-78.12485,-78.12485,0,0,-89.4288,5750.637216,18866.92,0.1632139
357.3305,S,357.3305,0.07660132,0,0.97,0,0,12.77292981,28.15949,0.3937923,0,0,0,0,0.103180664,0.103180664,0,-78.11453,-78.11453,0,0,-89.4288,5748.256728,18859.11,0.1632139
357.4305,S,357.4305,0.07658871,0,0.97,0,0,12.77292981,28.15949,0.393792,0,0,0,0,0.103131147,0.103131147,0,-78.10422,-78.10422,0,0,-89.4288,5745.87624,18851.3,0.1632139
357.5305,S,357.5305,0.07657612,0,0.97,0,0,12.77292981,28.15949,0.3937921,0,0,0,0,0.103110417,0.103110417,0,-78.09391,-78.09391,0,0,-89.4288,5743.495752,18843.49,0.1632139
357.6306,S,357.6306,0.07656352,0,0.97,0,0,12.77292981,28.15949,0.3937918,0,0,0,0,0.103058615,0.103058615,0,-78.0836,-78.0836,0,0,-89.4288,5741.115264,18835.68,0.1632139
357.7306,S,357.7306,0.07655094,0,0.97,0,0,12.77292981,28.15949,0.3937918,0,0,0,0,0.103031155,0.103031155,0,-78.0733,-78.0733,0,0,-89.4288,5738.734776,18827.87,0.1632139
357.8306,S,357.8306,0.07653835,0,0.97,0,0,12.77292981,28.15949,0.3937918,0,0,0,0,0.103008581,0.103008581,0,-78.063,-78.063,0,0,-89.4288,5736.357336,18820.07,0.1632139
357.9306,S,357.9306,0.07652576,0,0.97,0,0,12.77292981,28.15949,0.3937914,0,0,0,0,0.102958774,0.102958774,0,-78.0527,-78.0527,0,0,-89.4288,5733.976848,18812.26,0.1632139
358.0306,S,358.0306,0.07651318,0,0.97,0,0,12.77292981,28.15949,0.3937913,0,0,0,0,0.102925665,0.102925665,0,-78.0424,-78.0424,0,0,-89.4288,5731.599408,18804.46,0.1632139
358.1306,S,358.1306,0.0765006,0,0.97,0,0,12.77292981,28.15949,0.3937912,0,0,0,0,0.102893009,0.102893009,0,-78.0321,-78.0321,0,0,-89.4288,5729.21892,18796.65,0.1632139
358.2306,S,358.2306,0.07648803,0,0.97,0,0,12.77292981,28.15949,0.3937911,0,0,0,0,0.102856991,0.102856991,0,-78.02181,-78.02181,0,0,-89.4288,5726.84148,18788.85,0.1632139
358.3306,S,358.3306,0.07647549,0,0.97,0,0,12.77292981,28.15949,0.393791,0,0,0,0,0.102802027,0.102802027,0,-78.01154,-78.01154,0,0,-89.4288,5724.46404,18781.05,0.1632139
358.4306,S,358.4306,0.07646293,0,0.97,0,0,12.77292981,28.15949,0.393791,0,0,0,0,0.102780263,0.102780263,0,-78.00127,-78.00127,0,0,-89.4288,5722.0866,18773.25,0.1632139
358.5306,S,358.5306,0.07645038,0,0.97,0,0,12.77292981,28.15949,0.3937909,0,0,0,0,0.102758961,0.102758961,0,-77.99099,-77.99099,0,0,-89.4288,5719.70916,18765.45,0.1632139
358.6306,S,358.6306,0.07643783,0,0.97,0,0,12.77292981,28.15949,0.3937909,0,0,0,0,0.102726046,0.102726046,0,-77.98072,-77.98072,0,0,-89.4288,5717.33172,18757.65,0.1632139
358.7306,S,358.7306,0.07642528,0,0.97,0,0,12.77292981,28.15949,0.3937908,0,0,0,0,0.102694226,0.102694226,0,-77.97045,-77.97045,0,0,-89.4288,5714.957328,18749.86,0.1632139
358.8306,S,358.8306,0.07641274,0,0.97,0,0,12.77292981,28.15949,0.3937907,0,0,0,0,0.102662873,0.102662873,0,-77.96018,-77.96018,0,0,-89.4288,5712.579888,18742.06,0.1632139
358.9306,S,358.9306,0.07640021,0,0.97,0,0,12.77292981,28.15949,0.3937906,0,0,0,0,0.10262817,0.10262817,0,-77.94992,-77.94992,0,0,-89.4288,5710.202448,18734.26,0.1632139
359.0306,S,359.0306,0.07638767,0,0.97,0,0,12.77292981,28.15949,0.3937905,0,0,0,0,0.102598387,0.102598387,0,-77.93966,-77.93966,0,0,-89.4288,5707.828056,18726.47,0.1632139
359.1306,S,359.1306,0.07637516,0,0.97,0,0,12.77292981,28.15949,0.3937905,0,0,0,0,0.102561444,0.102561444,0,-77.92941,-77.92941,0,0,-89.4288,5705.453664,18718.68,0.1632139
359.2307,S,359.2307,0.07636264,0,0.97,0,0,12.77292981,28.15949,0.3937904,0,0,0,0,0.102533241,0.102533241,0,-77.91916,-77.91916,0,0,-89.4288,5703.076224,18710.88,0.1632139
359.3307,S,359.3307,0.07635012,0,0.97,0,0,12.77292981,28.15949,0.3937903,0,0,0,0,0.102501698,0.102501698,0,-77.90891,-77.90891,0,0,-89.4288,5700.701832,18703.09,0.1632139
359.4307,S,359.4307,0.07633761,0,0.97,0,0,12.77292981,28.15949,0.3937902,0,0,0,0,0.102466814,0.102466814,0,-77.89867,-77.89867,0,0,-89.4288,5698.32744,18695.3,0.1632139
359.5307,S,359.5307,0.0763251,0,0.97,0,0,12.77292981,28.15949,0.39379,0,0,0,0,0.102433049,0.102433049,0,-77.88842,-77.88842,0,0,-89.4288,5695.956096,18687.52,0.1632139
359.6307,S,359.6307,0.07631259,0,0.97,0,0,12.77292981,28.15949,0.3937899,0,0,0,0,0.10239149,0.10239149,0,-77.87818,-77.87818,0,0,-89.4288,5693.581704,18679.73,0.1632139
359.7307,S,359.7307,0.07630009,0,0.97,0,0,12.77292981,28.15949,0.3937897,0,0,0,0,0.102354868,0.102354868,0,-77.86794,-77.86794,0,0,-89.4288,5691.207312,18671.94,0.1632139
359.8307,S,359.8307,0.0762876,0,0.97,0,0,12.77292981,28.15949,0.3937896,0,0,0,0,0.102314912,0.102314912,0,-77.85771,-77.85771,0,0,-89.4288,5688.835968,18664.16,0.1632139
359.9307,S,359.9307,0.07627511,0,0.97,0,0,12.77292981,28.15949,0.3937894,0,0,0,0,0.102276084,0.102276084,0,-77.84748,-77.84748,0,0,-89.4288,5686.461576,18656.37,0.1632139
360.0307,S,360.0307,0.07626262,0,0.97,0,0,12.77292981,28.15949,0.3937896,0,0,0,0,0.102261479,0.102261479,0,-77.83726,-77.83726,0,0,-89.4288,5684.090232,18648.59,0.1632139
360.1307,S,360.1307,0.07625014,0,0.97,0,0,12.77292981,28.15949,0.3937893,0,0,0,0,0.102228079,0.102228079,0,-77.82703,-77.82703,0,0,-89.4288,5681.71584,18640.8,0.1632139
360.2307,S,360.2307,0.07623766,0,0.97,0,0,12.77292981,28.15949,0.3937892,0,0,0,0,0.102179258,0.102179258,0,-77.81681,-77.81681,0,0,-89.4288,5679.344496,18633.02,0.1632139
360.3307,S,360.3307,0.07622518,0,0.97,0,0,12.77292981,28.15949,0.3937892,0,0,0,0,0.102162924,0.102162924,0,-77.80659,-77.80659,0,0,-89.4288,5676.973152,18625.24,0.1632139
360.4307,S,360.4307,0.07621271,0,0.97,0,0,12.77292981,28.15949,0.393789,0,0,0,0,0.102119541,0.102119541,0,-77.79637,-77.79637,0,0,-89.4288,5674.601808,18617.46,0.1632139
360.5307,S,360.5307,0.07620025,0,0.97,0,0,12.77292981,28.15949,0.3937888,0,0,0,0,0.102072833,0.102072833,0,-77.78616,-77.78616,0,0,-89.4288,5672.230464,18609.68,0.1632139
360.6307,S,360.6307,0.07618779,0,0.97,0,0,12.77292981,28.15949,0.3937889,0,0,0,0,0.102050973,0.102050973,0,-77.77596,-77.77596,0,0,-89.4288,5669.862168,18601.91,0.1632139
360.7307,S,360.7307,0.07617534,0,0.97,0,0,12.77292981,28.15949,0.3937887,0,0,0,0,0.102014186,0.102014186,0,-77.76576,-77.76576,0,0,-89.4288,5667.490824,18594.13,0.1632139
360.8307,S,360.8307,0.07616289,0,0.97,0,0,12.77292981,28.15949,0.3937885,0,0,0,0,0.101974083,0.101974083,0,-77.75556,-77.75556,0,0,-89.4288,5665.11948,18586.35,0.1632139
360.9308,S,360.9308,0.07615045,0,0.97,0,0,12.77292981,28.15949,0.3937886,0,0,0,0,0.101954345,0.101954345,0,-77.74537,-77.74537,0,0,-89.4288,5662.751184,18578.58,0.1632139
361.0308,S,361.0308,0.07613801,0,0.97,0,0,12.77292981,28.15949,0.3937885,0,0,0,0,0.101912078,0.101912078,0,-77.73518,-77.73518,0,0,-89.4288,5660.37984,18570.8,0.1632139
361.1308,S,361.1308,0.07612557,0,0.97,0,0,12.77292981,28.15949,0.3937885,0,0,0,0,0.101893983,0.101893983,0,-77.72499,-77.72499,0,0,-89.4288,5658.011544,18563.03,0.1632139
361.2308,S,361.2308,0.07611315,0,0.97,0,0,12.77292981,28.15949,0.3937883,0,0,0,0,0.101848902,0.101848902,0,-77.71481,-77.71481,0,0,-89.4288,5655.643248,18555.26,0.1632139
361.3308,S,361.3308,0.07610071,0,0.97,0,0,12.77292981,28.15949,0.3937883,0,0,0,0,0.101832459,0.101832459,0,-77.70463,-77.70463,0,0,-89.4288,5653.274952,18547.49,0.1632139
361.4308,S,361.4308,0.07608829,0,0.97,0,0,12.77292981,28.15949,0.3937881,0,0,0,0,0.101785231,0.101785231,0,-77.69445,-77.69445,0,0,-89.4288,5650.906656,18539.72,0.1632139
361.5308,S,361.5308,0.07607587,0,0.97,0,0,12.77292981,28.15949,0.3937881,0,0,0,0,0.101762156,0.101762156,0,-77.68427,-77.68427,0,0,-89.4288,5648.53836,18531.95,0.1632139
361.6308,S,361.6308,0.07606346,0,0.97,0,0,12.77292981,28.15949,0.3937882,0,0,0,0,0.101735763,0.101735763,0,-77.6741,-77.6741,0,0,-89.4288,5646.173112,18524.19,0.1632139
361.7308,S,361.7308,0.07605106,0,0.97,0,0,12.77292981,28.15949,0.3937879,0,0,0,0,0.101690717,0.101690717,0,-77.66393,-77.66393,0,0,-89.4288,5643.804816,18516.42,0.1632139
361.8308,S,361.8308,0.07603864,0,0.97,0,0,12.77292981,28.15949,0.3937878,0,0,0,0,0.101662181,0.101662181,0,-77.65376,-77.65376,0,0,-89.4288,5641.43652,18508.65,0.1632139
361.9308,S,361.9308,0.07602625,0,0.97,0,0,12.77292981,28.15949,0.3937878,0,0,0,0,0.101634146,0.101634146,0,-77.6436,-77.6436,0,0,-89.4288,5639.071272,18500.89,0.1632139
362.0308,S,362.0308,0.07601384,0,0.97,0,0,12.77292981,28.15949,0.3937875,0,0,0,0,0.101587485,0.101587485,0,-77.63344,-77.63344,0,0,-89.4288,5636.706024,18493.13,0.1632139
362.1308,S,362.1308,0.07600146,0,0.97,0,0,12.77292981,28.15949,0.3937875,0,0,0,0,0.101561134,0.101561134,0,-77.62328,-77.62328,0,0,-89.4288,5634.340776,18485.37,0.1632139
362.2308,S,362.2308,0.07598908,0,0.97,0,0,12.77292981,28.15949,0.3937872,0,0,0,0,0.101507874,0.101507874,0,-77.61314,-77.61314,0,0,-89.4288,5631.97248,18477.6,0.1632139
362.3308,S,362.3308,0.07597668,0,0.97,0,0,12.77292981,28.15949,0.3937874,0,0,0,0,0.1015113,0.1015113,0,-77.60298,-77.60298,0,0,-89.4288,5629.607232,18469.84,0.1632139
362.4308,S,362.4308,0.07596429,0,0.97,0,0,12.77292981,28.15949,0.393787,0,0,0,0,0.10145144,0.10145144,0,-77.59283,-77.59283,0,0,-89.4288,5627.241984,18462.08,0.1632139
362.5309,S,362.5309,0.07595193,0,0.97,0,0,12.77292981,28.15949,0.393787,0,0,0,0,0.101420175,0.101420175,0,-77.58269,-77.58269,0,0,-89.4288,5624.879784,18454.33,0.1632139
362.6309,S,362.6309,0.07593956,0,0.97,0,0,12.77292981,28.15949,0.393787,0,0,0,0,0.101393912,0.101393912,0,-77.57255,-77.57255,0,0,-89.4288,5622.514536,18446.57,0.1632139
362.7309,S,362.7309,0.07592719,0,0.97,0,0,12.77292981,28.15949,0.3937869,0,0,0,0,0.101360536,0.101360536,0,-77.56241,-77.56241,0,0,-89.4288,5620.149288,18438.81,0.1632139
362.8309,S,362.8309,0.07591482,0,0.97,0,0,12.77292981,28.15949,0.3937868,0,0,0,0,0.101327675,0.101327675,0,-77.55228,-77.55228,0,0,-89.4288,5617.787088,18431.06,0.1632139
362.9309,S,362.9309,0.07590246,0,0.97,0,0,12.77292981,28.15949,0.3937866,0,0,0,0,0.101299825,0.101299825,0,-77.54214,-77.54214,0,0,-89.4288,5615.42184,18423.3,0.1632139
363.0309,S,363.0309,0.07589011,0,0.97,0,0,12.77292981,28.15949,0.3937866,0,0,0,0,0.101260371,0.101260371,0,-77.53201,-77.53201,0,0,-89.4288,5613.05964,18415.55,0.1632139
363.1309,S,363.1309,0.07587776,0,0.97,0,0,12.77292981,28.15949,0.3937865,0,0,0,0,0.101222117,0.101222117,0,-77.52189,-77.52189,0,0,-89.4288,5610.69744,18407.8,0.1632139
363.2309,S,363.2309,0.07586543,0,0.97,0,0,12.77292981,28.15949,0.3937861,0,0,0,0,0.101169156,0.101169156,0,-77.51177,-77.51177,0,0,-89.4288,5608.332192,18400.04,0.1632139
363.3309,S,363.3309,0.07585309,0,0.97,0,0,12.77292981,28.15949,0.3937864,0,0,0,0,0.101159985,0.101159985,0,-77.50166,-77.50166,0,0,-89.4288,5605.969992,18392.29,0.1632139
363.4309,S,363.4309,0.07584075,0,0.97,0,0,12.77292981,28.15949,0.3937863,0,0,0,0,0.1011323,0.1011323,0,-77.49155,-77.49155,0,0,-89.4288,5603.607792,18384.54,0.1632139
363.5309,S,363.5309,0.07582842,0,0.97,0,0,12.77292981,28.15949,0.3937862,0,0,0,0,0.101097514,0.101097514,0,-77.48144,-77.48144,0,0,-89.4288,5601.24864,18376.8,0.1632139
363.6309,S,363.6309,0.07581609,0,0.97,0,0,12.77292981,28.15949,0.393786,0,0,0,0,0.101063256,0.101063256,0,-77.47133,-77.47133,0,0,-89.4288,5598.88644,18369.05,0.1632139
363.7309,S,363.7309,0.07580377,0,0.97,0,0,12.77292981,28.15949,0.3937859,0,0,0,0,0.101025715,0.101025715,0,-77.46123,-77.46123,0,0,-89.4288,5596.52424,18361.3,0.1632139
363.8309,S,363.8309,0.07579146,0,0.97,0,0,12.77292981,28.15949,0.3937859,0,0,0,0,0.100993208,0.100993208,0,-77.45113,-77.45113,0,0,-89.4288,5594.165088,18353.56,0.1632139
363.9309,S,363.9309,0.07577915,0,0.97,0,0,12.77292981,28.15949,0.3937857,0,0,0,0,0.100957421,0.100957421,0,-77.44104,-77.44104,0,0,-89.4288,5591.802888,18345.81,0.1632139
364.0309,S,364.0309,0.07576684,0,0.97,0,0,12.77292981,28.15949,0.3937859,0,0,0,0,0.100946351,0.100946351,0,-77.43095,-77.43095,0,0,-89.4288,5589.443736,18338.07,0.1632139
364.131,S,364.131,0.07575454,0,0.97,0,0,12.77292981,28.15949,0.3937857,0,0,0,0,0.100912322,0.100912322,0,-77.42085,-77.42085,0,0,-89.4288,5587.084584,18330.33,0.1632139
364.231,S,364.231,0.07574224,0,0.97,0,0,12.77292981,28.15949,0.3937856,0,0,0,0,0.100866694,0.100866694,0,-77.41077,-77.41077,0,0,-89.4288,5584.725432,18322.59,0.1632139
364.331,S,364.331,0.07572994,0,0.97,0,0,12.77292981,28.15949,0.3937854,0,0,0,0,0.100834437,0.100834437,0,-77.40068,-77.40068,0,0,-89.4288,5582.36628,18314.85,0.1632139
364.431,S,364.431,0.07571765,0,0.97,0,0,12.77292981,28.15949,0.3937855,0,0,0,0,0.100810235,0.100810235,0,-77.3906,-77.3906,0,0,-89.4288,5580.007128,18307.11,0.1632139
364.531,S,364.531,0.07570536,0,0.97,0,0,12.77292981,28.15949,0.3937853,0,0,0,0,0.100771427,0.100771427,0,-77.38052,-77.38052,0,0,-89.4288,5577.647976,18299.37,0.1632139
364.631,S,364.631,0.07569309,0,0.97,0,0,12.77292981,28.15949,0.3937852,0,0,0,0,0.10072935,0.10072935,0,-77.37045,-77.37045,0,0,-89.4288,5575.291872,18291.64,0.1632139
364.731,S,364.731,0.07568081,0,0.97,0,0,12.77292981,28.15949,0.3937853,0,0,0,0,0.100715779,0.100715779,0,-77.36038,-77.36038,0,0,-89.4288,5572.93272,18283.9,0.1632139
364.831,S,364.831,0.07566853,0,0.97,0,0,12.77292981,28.15949,0.393785,0,0,0,0,0.100675488,0.100675488,0,-77.35031,-77.35031,0,0,-89.4288,5570.576616,18276.17,0.1632139
364.931,S,364.931,0.07565627,0,0.97,0,0,12.77292981,28.15949,0.3937848,0,0,0,0,0.100628116,0.100628116,0,-77.34025,-77.34025,0,0,-89.4288,5568.217464,18268.43,0.1632139
365.031,S,365.031,0.07564399,0,0.97,0,0,12.77292981,28.15949,0.3937848,0,0,0,0,0.100613056,0.100613056,0,-77.33018,-77.33018,0,0,-89.4288,5565.86136,18260.7,0.1632139
365.131,S,365.131,0.07563173,0,0.97,0,0,12.77292981,28.15949,0.3937846,0,0,0,0,0.100562965,0.100562965,0,-77.32012,-77.32012,0,0,-89.4288,5563.505256,18252.97,0.1632139
365.231,S,365.231,0.07561947,0,0.97,0,0,12.77292981,28.15949,0.3937846,0,0,0,0,0.100541363,0.100541363,0,-77.31007,-77.31007,0,0,-89.4288,5561.149152,18245.24,0.1632139
365.331,S,365.331,0.07560723,0,0.97,0,0,12.77292981,28.15949,0.3937844,0,0,0,0,0.100497597,0.100497597,0,-77.30002,-77.30002,0,0,-89.4288,5558.793048,18237.51,0.1632139
365.431,S,365.431,0.07559498,0,0.97,0,0,12.77292981,28.15949,0.3937845,0,0,0,0,0.100477794,0.100477794,0,-77.28997,-77.28997,0,0,-89.4288,5556.436944,18229.78,0.1632139
365.531,S,365.531,0.07558274,0,0.97,0,0,12.77292981,28.15949,0.3937843,0,0,0,0,0.100431324,0.100431324,0,-77.27993,-77.27993,0,0,-89.4288,5554.08084,18222.05,0.1632139
365.631,S,365.631,0.0755705,0,0.97,0,0,12.77292981,28.15949,0.3937843,0,0,0,0,0.10041333,0.10041333,0,-77.26989,-77.26989,0,0,-89.4288,5551.724736,18214.32,0.1632139
365.731,S,365.731,0.07555827,0,0.97,0,0,12.77292981,28.15949,0.3937843,0,0,0,0,0.100392071,0.100392071,0,-77.25985,-77.25985,0,0,-89.4288,5549.37168,18206.6,0.1632139
365.8311,S,365.8311,0.07554604,0,0.97,0,0,12.77292981,28.15949,0.3937841,0,0,0,0,0.100340352,0.100340352,0,-77.24982,-77.24982,0,0,-89.4288,5547.015576,18198.87,0.1632139
365.9311,S,365.9311,0.0755338,0,0.97,0,0,12.77292981,28.15949,0.393784,0,0,0,0,0.100320914,0.100320914,0,-77.23978,-77.23978,0,0,-89.4288,5544.66252,18191.15,0.1632139
366.0311,S,366.0311,0.07552157,0,0.97,0,0,12.77292981,28.15949,0.3937839,0,0,0,0,0.100289874,0.100289874,0,-77.22974,-77.22974,0,0,-89.4288,5542.306416,18183.42,0.1632139
366.1311,S,366.1311,0.07550935,0,0.97,0,0,12.77292981,28.15949,0.3937839,0,0,0,0,0.100255573,0.100255573,0,-77.21971,-77.21971,0,0,-89.4288,5539.95336,18175.7,0.1632139
366.2311,S,366.2311,0.07549714,0,0.97,0,0,12.77292981,28.15949,0.3937836,0,0,0,0,0.100202999,0.100202999,0,-77.20969,-77.20969,0,0,-89.4288,5537.600304,18167.98,0.1632139
366.3311,S,366.3311,0.07548493,0,0.97,0,0,12.77292981,28.15949,0.3937836,0,0,0,0,0.100175062,0.100175062,0,-77.19967,-77.19967,0,0,-89.4288,5535.247248,18160.26,0.1632139
366.4311,S,366.4311,0.07547273,0,0.97,0,0,12.77292981,28.15949,0.3937835,0,0,0,0,0.100147686,0.100147686,0,-77.18965,-77.18965,0,0,-89.4288,5532.894192,18152.54,0.1632139
366.5311,S,366.5311,0.07546053,0,0.97,0,0,12.77292981,28.15949,0.3937835,0,0,0,0,0.100117056,0.100117056,0,-77.17964,-77.17964,0,0,-89.4288,5530.541136,18144.82,0.1632139
366.6311,S,366.6311,0.07544833,0,0.97,0,0,12.77292981,28.15949,0.3937835,0,0,0,0,0.100091522,0.100091522,0,-77.16963,-77.16963,0,0,-89.4288,5528.191128,18137.11,0.1632139
366.7311,S,366.7311,0.07543615,0,0.97,0,0,12.77292981,28.15949,0.3937832,0,0,0,0,0.100039412,0.100039412,0,-77.15963,-77.15963,0,0,-89.4288,5525.838072,18129.39,0.1632139
366.8311,S,366.8311,0.07542396,0,0.97,0,0,12.77292981,28.15949,0.3937832,0,0,0,0,0.100011923,0.100011923,0,-77.14963,-77.14963,0,0,-89.4288,5523.485016,18121.67,0.1632139
366.9311,S,366.9311,0.07541178,0,0.97,0,0,12.77292981,28.15949,0.3937832,0,0,0,0,0.099985002,0.099985002,0,-77.13963,-77.13963,0,0,-89.4288,5521.135008,18113.96,0.1632139
367.0311,S,367.0311,0.07539961,0,0.97,0,0,12.77292981,28.15949,0.3937831,0,0,0,0,0.099954837,0.099954837,0,-77.12964,-77.12964,0,0,-89.4288,5518.785,18106.25,0.1632139
367.1311,S,367.1311,0.07538743,0,0.97,0,0,12.77292981,28.15949,0.393783,0,0,0,0,0.099929782,0.099929782,0,-77.11964,-77.11964,0,0,-89.4288,5516.431944,18098.53,0.1632139
367.2311,S,367.2311,0.07537525,0,0.97,0,0,12.77292981,28.15949,0.3937829,0,0,0,0,0.099889316,0.099889316,0,-77.10965,-77.10965,0,0,-89.4288,5514.081936,18090.82,0.1632139
367.3311,S,367.3311,0.07536309,0,0.97,0,0,12.77292981,28.15949,0.3937828,0,0,0,0,0.099857779,0.099857779,0,-77.09966,-77.09966,0,0,-89.4288,5511.731928,18083.11,0.1632139
367.4312,S,367.4312,0.07535094,0,0.97,0,0,12.77292981,28.15949,0.3937828,0,0,0,0,0.099823002,0.099823002,0,-77.08968,-77.08968,0,0,-89.4288,5509.38192,18075.4,0.1632139
367.5312,S,367.5312,0.07533877,0,0.97,0,0,12.77292981,28.15949,0.3937826,0,0,0,0,0.099793346,0.099793346,0,-77.0797,-77.0797,0,0,-89.4288,5507.03496,18067.7,0.1632139
