Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
1.079999,S,1.079999,0.5771887,0,0.2898656,0,1006.659,47.53483,19.96133,0,66.97011,79.56271,2.460401,635.538473030975,635.53847302955,0.00134567045861743,638.725217459514,638.725217458216,0.00128757859235694,89.99989,89.99989,335.9464,0.0006552957
1.089999,S,1.089999,0.583003,0,0.2898438,0,1007.15,47.48206,20.35983,0,66.95418,79.56271,2.463512,636.341506559771,636.341506558343,0.00134796749364582,645.088632382878,645.088632381566,0.0013010582669921,89.99989,89.99989,342.3973,0.0006682388
1.099999,S,1.099999,0.5888249,0,0.2897347,0,1007.641,47.42928,20.75641,0,66.93826,79.56271,2.466624,637.148140209192,637.148140207761,0.00135026745421556,651.460113642556,651.46011364123,0.00131456094123245,89.99989,89.99989,348.9119,0.0006813169
1.109999,S,1.109999,0.5946547,0,0.2896255,0,1008.132,47.37646,21.15708,0,66.92233,79.56271,2.469735,637.954185759438,637.954185758004,0.00135256138180364,657.839655357556,657.839655356216,0.00132808655474817,89.99989,89.99989,355.4903,0.0006945302
1.119999,S,1.119999,0.6004921,0,0.2895409,0,1008.624,47.32362,21.56367,0,66.9064,79.56271,2.472847,638.758649799741,638.758649798304,0.00135484750289537,664.22724171278,664.227241711425,0.00134163502947429,89.99989,89.99989,362.1326,0.0007078788
1.129999,S,1.129999,0.6063374,0,0.2895987,0,1009.115,47.27076,21.98525,0,66.89048,79.56271,2.475958,639.555031450031,639.555031448591,0.00135711281171619,670.622791884328,670.622791882959,0.00135520615728811,89.99989,89.99989,368.8388,0.000721363
1.139999,S,1.139999,0.6121904,0,0.2896566,0,1009.607,47.21787,22.41143,0,66.87456,79.56271,2.479069,640.350499162415,640.350499160972,0.00135937164796625,677.026296732823,677.026296731439,0.00136879987346393,89.99989,89.99989,375.6091,0.000734983
1.149999,S,1.149999,0.618051,0,0.2897146,0,1010.099,47.16496,22.84223,0,66.85863,79.56271,2.482181,641.145211882614,641.145211881168,0.00136162467860833,683.437748708342,683.437748706944,0.00138241611994567,89.99989,89.99989,382.4435,0.0007487391
1.159999,S,1.159999,0.6239194,0,0.2897727,0,1010.591,47.11202,23.27765,0,66.8427,79.56271,2.485292,641.938891455614,641.938891454165,0.00136387200975016,689.857137479414,689.857137478001,0.00139605483973832,89.99989,89.99989,389.342,0.0007626315
1.169999,S,1.169999,0.6297954,0,0.2898309,0,1011.083,47.05906,23.71771,0,66.82678,79.56271,2.488404,642.731736563569,642.731736562117,0.00136611300474541,696.284454701387,696.28445469996,0.00140971596948042,89.99989,89.99989,396.3049,0.0007766603
1.179999,S,1.179999,0.6356791,0,0.2898892,0,1011.576,47.00607,24.16242,0,66.81085,79.56271,2.491515,643.523540577039,643.523540575584,0.00136834749685341,702.719689963319,702.719689961877,0.0014233994441431,89.99989,89.99989,403.3321,0.0007908259
1.189999,S,1.189999,0.6415704,0,0.2899477,0,1012.068,46.95306,24.6118,0,66.79493,79.56271,2.494627,644.314414758028,644.31441475657,0.00137057681999974,709.162833966883,709.162833965427,0.00143710521203675,89.99989,89.99989,410.4237,0.0008051284
1.199999,S,1.199999,0.6474695,0,0.2900062,0,1012.561,46.90003,25.06587,0,66.77901,79.56271,2.497738,645.104486263118,645.104486261657,0.00137280017079739,715.613878685322,715.613878683851,0.00145083321343788,89.99989,89.99989,417.5798,0.0008195681
1.209999,S,1.209999,0.6533762,0,0.2900648,0,1013.054,46.84697,25.52461,0,66.76308,79.56271,2.50085,645.893572304724,645.893572303261,0.00137501745829689,722.072814264,722.072814262515,0.00146458338771351,89.99989,89.99989,424.8005,0.0008341452
1.219999,S,1.219999,0.6592906,0,0.2901235,0,1013.548,46.79388,25.98807,0,66.74715,79.56271,2.503961,646.681680830135,646.681680828668,0.00137722919787859,728.539630927757,728.539630926257,0.00147835567938446,89.99989,89.99989,432.0859,0.0008488599
1.229999,S,1.229999,0.6652126,0,0.2901823,0,1014.041,46.74077,26.45625,0,66.73123,79.56271,2.507073,647.46874826106,647.468748259591,0.00137943498026985,735.014318265647,735.014318264132,0.00149215002887883,89.99989,89.99989,439.4361,0.0008637124
1.239999,S,1.239999,0.6711423,0,0.2902412,0,1014.535,46.68763,26.92916,0,66.71531,79.56271,2.510185,648.25498122694,648.254981225468,0.00138163516926858,741.496867933019,741.49686793149,0.0015059663802627,89.99989,89.99989,446.851,0.000878703
1.249999,S,1.249999,0.6770796,0,0.2903003,0,1015.028,46.63448,27.40681,0,66.69938,79.56271,2.513296,649.040133361903,649.040133360428,0.00138382984066599,747.987269121566,747.987269120022,0.00151980467836005,89.99989,89.99989,454.3309,0.0008938318
1.259999,S,1.259999,0.6830246,0,0.2903594,0,1015.522,46.58129,27.88921,0,66.68346,79.56271,2.516407,649.824236455096,649.824236453618,0.00138601850939824,754.48551134087,754.485511339311,0.00153366486314423,89.99989,89.99989,461.8758,0.0009090992
1.269999,S,1.269999,0.6889772,0,0.2904187,0,1016.017,46.52808,28.3764,0,66.66753,79.56271,2.519519,650.607425610381,650.6074256089,0.00138820200916882,760.991585451552,760.991585449978,0.00154754688292563,89.99989,89.99989,469.4857,0.0009245052
1.279999,S,1.279999,0.6949375,0,0.290478,0,1016.511,46.47485,28.86835,0,66.6516,79.56271,2.52263,651.389430620031,651.389430618547,0.00139038000649632,767.505479612154,767.505479610566,0.00156145068267982,89.99989,89.99989,477.1607,0.0009400502
1.289999,S,1.289999,0.7009054,0,0.2905374,0,1017.006,46.42159,29.36512,0,66.63568,79.56271,2.525742,652.170577322776,652.170577321289,0.00139255200115867,774.02718523961,774.027185238007,0.00157537620238015,89.99989,89.99989,484.901,0.0009557343
1.299999,S,1.299999,0.7068809,0,0.290597,0,1017.5,46.3683,29.86668,0,66.61976,79.56271,2.528853,652.950547827172,652.950547825682,0.00139471902391653,780.556690571936,780.556690570318,0.00158932339230757,89.99989,89.99989,492.7066,0.0009715579
1.309999,S,1.309999,0.7128641,0,0.2906566,0,1017.995,46.31499,30.37307,0,66.60383,79.56271,2.531965,653.729524920798,653.729524919306,0.00139688016527519,787.093985675024,787.093985673391,0.00160329219364809,89.99989,89.99989,500.5775,0.0009875209
1.319999,S,1.319999,0.7188549,0,0.2907164,0,1018.49,46.26166,30.88429,0,66.58791,79.56271,2.535076,654.50739734165,654.507397340155,0.00139903598608972,793.639059502147,793.639059500499,0.00161728255319628,89.99989,89.99989,508.5139,0.001003624
1.329999,S,1.329999,0.7248533,0,0.2907762,0,1018.986,46.2083,31.40035,0,66.57198,79.56271,2.538188,655.284157142442,655.284157140944,0.00140118648636013,800.191900927104,800.191900925441,0.00163129441774669,89.99989,89.99989,516.5158,0.001019867
1.339999,S,1.339999,0.7308593,0,0.2908362,0,1019.481,46.15491,31.92128,0,66.55605,79.56271,2.541299,656.059995058041,656.05999505654,0.0014033318631436,806.752500731044,806.752500729366,0.00164532773606446,89.99989,89.99989,524.5833,0.00103625
1.349999,S,1.349999,0.7368729,0,0.2908962,0,1019.977,46.10151,32.44706,0,66.54013,79.56271,2.544411,656.834434251277,656.834434249773,0.00140547154042682,813.320844926743,813.32084492505,0.00165938245115458,89.99989,89.99989,532.7165,0.001052773
1.359999,S,1.359999,0.7428941,0,0.2909564,0,1020.473,46.04808,32.97773,0,66.52421,79.56271,2.547522,657.607927717462,657.607927715956,0.00140760580621644,819.896924056931,819.896924055223,0.00167345850890212,89.99989,89.99989,540.9155,0.001069437
1.369999,S,1.369999,0.7489229,0,0.2910167,0,1020.969,45.99462,33.5133,0,66.50828,79.56271,2.550634,658.380229090725,658.380229089216,0.00140973467567071,826.480726200679,826.480726198956,0.00168755585534373,89.99989,89.99989,549.1803,0.001086242
1.379999,S,1.379999,0.7549593,0,0.291077,0,1021.465,45.94114,34.05378,0,66.49236,79.56271,2.553745,659.151497316788,659.151497315276,0.00141185896733488,833.072241026515,833.072241024777,0.0017016744447015,89.99988,89.99988,557.511,0.001103189
1.389999,S,1.389999,0.7610034,0,0.2911375,0,1021.961,45.88763,34.59916,0,66.47643,79.56271,2.556857,659.921454240638,659.921454239123,0.00141397699864371,839.671455421417,839.671455419664,0.00171581421437189,89.99988,89.99988,565.9078,0.001120276
1.399999,S,1.399999,0.7670549,0,0.2911981,0,1022.458,45.8341,35.14949,0,66.4605,79.56271,2.559968,660.690465437436,660.690465435918,0.00141609064921963,846.278359928115,846.278359926347,0.00172997512054757,89.99988,89.99988,574.3705,0.001137505
1.409999,S,1.409999,0.7731141,0,0.2912588,0,1022.955,45.78055,35.70475,0,66.44458,79.56271,2.56308,661.458125595587,661.458125594067,0.00141819832744687,852.892941036224,852.89294103444,0.00174415710350505,89.99988,89.99988,582.8995,0.001154876
1.419999,S,1.419999,0.7791808,0,0.2913196,0,1023.452,45.72697,36.26497,0,66.42866,79.56271,2.566191,662.224633397249,662.224633395726,0.00142030133693454,859.515187222177,859.515187220378,0.00175836011655693,89.99988,89.99988,591.4946,0.001172388
1.429999,S,1.429999,0.7852551,0,0.2913805,0,1023.949,45.67336,36.83015,0,66.41273,79.56271,2.569303,662.990028578849,662.990028577323,0.00142239914714405,866.145087359775,866.145087357961,0.00177258410771044,89.99988,89.99988,600.1561,0.001190043
1.439999,S,1.439999,0.791337,0,0.2914414,0,1024.446,45.61973,37.4003,0,66.3968,79.56271,2.572414,663.754191931096,663.754191929568,0.00142449201576557,872.782629130725,872.782629128896,0.0017868290275497,89.99988,89.99988,608.8839,0.00120784
1.449999,S,1.449999,0.7974263,0,0.2915025,0,1024.944,45.56607,37.97545,0,66.38088,79.56271,2.575526,664.517171137708,664.517171136177,0.00142657915457034,879.42780069357,879.427800691726,0.00180109481877654,89.99988,89.99988,617.6782,0.00122578
1.459999,S,1.459999,0.8035233,0,0.2915637,0,1025.442,45.51239,38.55561,0,66.36496,79.56271,2.578637,665.278934409539,665.278934408005,0.00142866118504642,886.080589888965,886.080589887105,0.00181538143030767,89.99988,89.99988,626.5389,0.001243862
1.469999,S,1.469999,0.8096278,0,0.291625,0,1025.94,45.45868,39.14076,0,66.34903,79.56271,2.581749,666.039489693876,666.039489692339,0.00143073853162468,892.740984637032,892.740984635157,0.00182968881530412,89.99988,89.99988,635.4664,0.001262087
1.479999,S,1.479999,0.8157398,0,0.2916864,0,1026.438,45.40495,39.73094,0,66.33311,79.56271,2.58486,666.79864625585,666.79864625431,0.00143281048186759,899.408970950549,899.408970948659,0.00184401691980254,89.99988,89.99988,644.4604,0.001280456
1.489999,S,1.489999,0.8218595,0,0.2917479,0,1026.936,45.3512,40.32615,0,66.31718,79.56271,2.587972,667.556706092336,667.556706090794,0.001434877520839,906.084537862262,906.084537860356,0.00185836569469021,89.99988,89.99988,653.5213,0.001298968
1.499999,S,1.499999,0.8279865,0,0.2918095,0,1027.435,45.29742,40.92642,0,66.30125,79.56271,2.591083,668.313335417316,668.313335415771,0.00143693919379155,912.767671067055,912.767671065134,0.00187273508630694,89.99988,89.99988,662.649,0.001317623
1.509999,S,1.509999,0.8341211,0,0.2918712,0,1027.933,45.24361,41.53173,0,66.28533,79.56271,2.594195,669.06882033309,669.068820331542,0.00143899603126383,919.458359120838,919.458359118901,0.00188712504629794,89.99988,89.99988,671.8436,0.001336423
1.519999,S,1.519999,0.8402632,0,0.2919331,0,1028.432,45.18979,42.14211,0,66.26941,79.56271,2.597306,669.822938315646,669.822938314096,0.00144104730566006,926.156588354277,926.156588352325,0.00190153551903244,89.99988,89.99988,681.1051,0.001355366
1.529999,S,1.529999,0.8464129,0,0.291995,0,1028.931,45.13593,42.75758,0,66.25348,79.56271,2.600418,670.575729101417,670.575729099864,0.00144309400226619,932.862345495406,932.862345493438,0.00191596645873255,89.99988,89.99988,690.4337,0.001374454
1.539999,S,1.539999,0.85257,0,0.292057,0,1029.431,45.08205,43.37813,0,66.23756,79.56271,2.603529,671.327224479544,671.327224477989,0.00144513566633485,939.575617590148,939.575617588165,0.00193041781507289,89.99988,89.99988,699.8295,0.001393685
1.549999,S,1.549999,0.8587347,0,0.2921191,0,1029.93,45.02814,44.00377,0,66.22163,79.56271,2.606641,672.077400608172,672.077400606614,0.00144717199470115,946.296391446009,946.29639144401,0.00194488953469643,89.99988,89.99988,709.2924,0.001413062
1.559999,S,1.559999,0.8649067,0,0.2921814,0,1030.43,44.97422,44.63454,0,66.2057,79.56271,2.609752,672.826313118302,672.826313116741,0.00144920318442226,953.024654426803,953.024654424789,0.00195938156621673,89.99988,89.99988,718.8227,0.001432583
1.569999,S,1.569999,0.8710863,0,0.2922437,0,1030.93,44.92027,45.27042,0,66.18978,79.56271,2.612864,673.573731538636,673.573731537073,0.00145123000856871,959.760391591634,959.760391589604,0.00197389386597804,89.99988,89.99988,728.4203,0.00145225
1.579999,S,1.579999,0.8772733,0,0.2923061,0,1031.43,44.86629,45.91144,0,66.17386,79.56271,2.615975,674.319910182331,674.319910180765,0.00145325101194894,966.503590542734,966.503590540689,0.0019884263757727,89.99988,89.99988,738.0853,0.001472061
1.589999,S,1.589999,0.8834679,0,0.2923687,0,1031.93,44.81229,46.55759,0,66.15793,79.56271,2.619087,675.064475526939,675.06447552537,0.00145526699794995,973.254235147115,973.254235145054,0.00200297904542692,89.99988,89.99988,747.8179,0.001492018
1.599999,S,1.599999,0.8896699,0,0.2924313,0,1032.43,44.75826,47.20891,0,66.14201,79.56271,2.622198,675.807928251485,675.807928249914,0.00145727816362893,980.012314278575,980.012314276498,0.00201755182673748,89.99988,89.99988,757.618,0.001512121
1.609999,S,1.609999,0.8958793,0,0.292494,0,1032.931,44.70421,47.86538,0,66.12608,79.56271,2.62531,676.549870991664,676.54987099009,0.00145928417550449,986.77781283727,986.777812835178,0.00203214466816635,89.99988,89.99988,767.4858,0.001532369
1.619999,S,1.619999,0.9020962,0,0.2926231,0,1033.432,44.65013,48.538,0,66.11015,79.51958,2.619996,677.282539248907,677.282539247331,0.00146126917805197,993.550638078375,993.550638076267,0.00204675735962025,89.99988,89.99988,777.4213,0.001552764
1.629999,S,1.629999,0.9083204,0,0.2939128,0,1033.933,44.59603,49.41122,0,66.09423,79.39156,2.598093,677.871822569475,677.871822567896,0.0014629563362362,1000.32935615255,1000.32935615043,0.00206138692265562,89.99988,89.99988,787.4246,0.001573305
1.639999,S,1.639999,0.9145508,0,0.2967474,0,1034.434,44.5419,50.5582,0,66.07831,79.2634,2.576164,678.264124455584,678.264124454004,0.00146423514644846,1007.11199724551,1007.11199724337,0.00207602927379282,89.99988,89.99988,797.4957,0.001593992
1.649999,S,1.649999,0.9207854,0,0.3011298,0,1034.935,44.48775,51.98989,0,66.06239,79.13515,2.554219,678.450551894039,678.450551892457,0.00146508799480762,1013.89650261281,1013.89650261065,0.00209068015341342,89.99988,89.99988,807.6346,0.001614825
1.659999,S,1.659999,0.9270223,0,0.3054911,0,1035.437,44.43358,53.44235,0,66.04646,79.00687,2.532265,678.623087476306,678.623087474723,0.00146590816198977,1020.68273333588,1020.68273333371,0.00210533923470566,89.99988,89.99988,817.8415,0.001635805
1.669999,S,1.669999,0.9332615,0,0.3071035,0,1035.938,44.37938,54.43214,0,66.03053,78.87852,2.5103,679.13420923761,679.134209236025,0.00146742500212904,1027.47407527646,1027.47407527427,0.00212001348439896,89.99988,89.99988,828.1162,0.001656932
1.679999,S,1.679999,0.9395061,0,0.3087174,0,1036.44,44.32515,55.43456,0,66.01461,78.75008,2.488315,679.637932075512,679.637932073924,0.00146892401617176,1034.2704544453,1034.2704544431,0.00213470272423235,89.99988,89.99988,838.4589,0.001678206
1.689999,S,1.689999,0.9457561,0,0.3103327,0,1036.943,44.2709,56.44965,0,65.99868,78.62151,2.466307,680.134112938858,680.134112937269,0.00147040497674425,1041.07179542267,1041.07179542045,0.00214940677367113,89.99988,89.99988,848.8696,0.001699626
1.699999,S,1.699999,0.9520111,0,0.3119492,0,1037.445,44.21663,57.47748,0,65.98276,78.49285,2.44428,680.62267235479,680.622672353198,0.00147186817185317,1047.87802199408,1047.87802199185,0.00216412545506067,89.99988,89.99988,859.3484,0.001721194
1.709999,S,1.709999,0.9582715,0,0.3135671,0,1037.947,44.16233,58.51818,0,65.96684,78.36407,2.42223,681.10370569074,681.103705689146,0.0014733139956129,1054.68905889875,1054.6890588965,0.00217885859468749,89.99988,89.99988,869.8953,0.001742909
1.719999,S,1.719999,0.9645369,0,0.3151864,0,1038.45,44.10801,59.57179,0,65.9509,78.2352,2.400162,681.577014264552,681.577014262957,0.00147474099283187,1061.50482888906,1061.50482888679,0.00219360600428618,89.99988,89.99988,880.5103,0.001764771
1.729999,S,1.729999,0.9708074,0,0.3168069,0,1038.953,44.05366,60.6384,0,65.93498,78.10622,2.378072,682.042542445228,682.04254244363,0.00147615004268834,1068.32525416106,1068.32525415878,0.00220836750438312,89.99988,89.99988,891.1935,0.001786781
1.739999,S,1.739999,0.9770827,0,0.3184287,0,1039.456,43.99928,61.71806,0,65.91906,77.97713,2.355963,682.500218707189,682.50021870559,0.00147754100875807,1075.15025619558,1075.15025619328,0.00222314291414044,89.99988,89.99988,901.9451,0.001808939
1.749999,S,1.749999,0.9833632,0,0.3200518,0,1039.959,43.94489,62.8109,0,65.90313,77.84795,2.333833,682.949915893857,682.949915892256,0.0014789131937618,1081.97975520186,1081.97975519955,0.0022379320457475,89.99988,89.99988,912.7649,0.001831244
1.759999,S,1.759999,0.9896484,0,0.3216762,0,1040.463,43.89046,63.91692,0,65.88721,77.71866,2.311684,683.391316113788,683.391316112185,0.00148026617326864,1088.81366821025,1088.81366820792,0.00225273470714932,89.99988,89.99988,923.653,0.001853697
1.769999,S,1.769999,0.9959384,0,0.3233018,0,1040.966,43.83601,65.03627,0,65.87128,77.58928,2.289516,683.824856467719,683.824856466114,0.00148160015949404,1095.65191662208,1095.65191661973,0.0022675507084131,89.99988,89.99988,934.6096,0.001876299
1.779999,S,1.779999,1.002233,0,0.3249285,0,1041.47,43.78153,66.16898,0,65.85535,77.4598,2.26733,684.250099854911,684.250099853304,0.00148291580424254,1102.49441746768,1102.49441746532,0.00228237986612407,89.99988,89.99988,945.6345,0.001899049
1.789999,S,1.789999,1.008532,0,0.3265564,0,1041.974,43.72704,67.31511,0,65.83943,77.33023,2.245125,684.667014486221,684.667014484612,0.00148421201612048,1109.34108745951,1109.34108745713,0.00229722198595353,89.99988,89.99988,956.7279,0.001921947
1.799999,S,1.799999,1.014836,0,0.3281856,0,1042.479,43.67251,68.47476,0,65.82351,77.20056,2.222901,685.075608308934,685.075608307323,0.00148548814332331,1116.19184338947,1116.19184338708,0.00231207686705473,89.99988,89.99988,967.8898,0.001944993
1.809999,S,1.809999,1.021145,0,0.3298161,0,1042.983,43.61797,69.64804,0,65.80758,77.07079,2.200657,685.475563431604,685.475563429992,0.00148674497407978,1123.04659887057,1123.04659886816,0.00232694431646321,89.99988,89.99988,979.1203,0.001968188
1.819999,S,1.819999,1.027458,0,0.3314477,0,1043.488,43.56339,70.83497,0,65.79166,76.94093,2.178396,685.867118272816,685.867118271202,0.00148798215975025,1129.9052699,1129.90526989757,0.00234182413772812,89.99988,89.99988,990.4194,0.001991532
1.829999,S,1.829999,1.033775,0,0.3330802,0,1043.992,43.5088,72.03558,0,65.77573,76.81099,2.15612,686.250010572128,686.250010570512,0.00148919968517649,1136.76776985233,1136.76776984989,0.00235671613424702,89.99988,89.99988,1001.787,0.002015025
